the_geom,SEGID,SEGPART,STREETID,STATUSID,MAPSTATUS,STREETNAME,STR_FROM,STR_TO,SEGDESCR,SCHEDULE
"MULTIPOLYGON (((144.931330334057 -37.792952601649, 144.931053289228 -37.794454254552, 144.93082209315 -37.794431159843, 144.930823952939 -37.79436450565, 144.930817049211 -37.794318073023, 144.930781333726 -37.794182125215, 144.930808575376 -37.794178134036, 144.930844073182 -37.794172918127, 144.930855359566 -37.794229151423, 144.930855793722 -37.794231719871, 144.930856474796 -37.794234254745, 144.93085742714 -37.794236735595, 144.930858643717 -37.794239144087, 144.930860115536 -37.79424146242, 144.930861831718 -37.79424367346, 144.930863779581 -37.794245760866, 144.930865944728 -37.794247709211, 144.930868311158 -37.794249504096, 144.930870861381 -37.794251132256, 144.930873576549 -37.794252581656, 144.930876436596 -37.794253841586, 144.930879420384 -37.794254902733, 144.93088248406 -37.794255816106, 144.93089713657 -37.794176752213, 144.930897984627 -37.794173346037, 144.930899270403 -37.794170028217, 144.930900925159 -37.79416681721, 144.930902935677 -37.794163738667, 144.930905285897 -37.794160817179, 144.930907957046 -37.794158076082, 144.930910927788 -37.794155537271, 144.930914301788 -37.794153343908, 144.930928390395 -37.794146589312, 144.930932210746 -37.794144871365, 144.930935719885 -37.794142773286, 144.930938981433 -37.79414043768, 144.930941970302 -37.794137882515, 144.930944663504 -37.794135127442, 144.930947040321 -37.794132193655, 144.930949082473 -37.794129103719, 144.93095077425 -37.794125881401, 144.930952102641 -37.794122551488, 144.930952993444 -37.79411913023, 144.931040039415 -37.793654689458, 144.931041484804 -37.793646294773, 144.931041870482 -37.793637816472, 144.931041343423 -37.793629337034, 144.931039907469 -37.793620918275, 144.931037573088 -37.793612621565, 144.931034357298 -37.793604507387, 144.931030283541 -37.793596634892, 144.931025381515 -37.79358906147, 144.931019686954 -37.79358184233, 144.931013241371 -37.793575030098, 144.931006091755 -37.793568674436, 144.930998290224 -37.793562821675, 144.930989893651 -37.79355751448, 144.930980963246 -37.793552791542, 144.930971564111 -37.793548687289, 144.930961764764 -37.793545231641, 144.930951636641 -37.793542449789, 144.930941287778 -37.793540226673, 144.930915243945 -37.793351504835, 144.930924344133 -37.793352566048, 144.930933502449 -37.793353123503, 144.930942680861 -37.793353057713, 144.930951812158 -37.793352369159, 144.930960829476 -37.793351062885, 144.930969666785 -37.793349148454, 144.930978259372 -37.793346639886, 144.930986544317 -37.79334355555, 144.930994460953 -37.793339918031, 144.931001951309 -37.793335753965, 144.931008960537 -37.793331093845, 144.931015437311 -37.793325971794, 144.931021334204 -37.793320425319, 144.931026608034 -37.793314495036, 144.931031220185 -37.793308224368, 144.931034855358 -37.793301563442, 144.931105176975 -37.792929352283, 144.931330334057 -37.792952601649)))",23071,,,,,,,,Rankins Road between Robertson Street and Macaulay Road,Not determined by precinct plan
"MULTIPOLYGON (((144.970161661925 -37.800492121324, 144.972198519767 -37.799343360596, 144.972394674613 -37.799568292949, 144.971904465385 -37.799842218123, 144.97187182451 -37.799861319709, 144.971530660087 -37.800054054475, 144.971509019296 -37.800066280191, 144.971263206529 -37.800205152964, 144.971239489268 -37.800218550437, 144.970778719308 -37.800478847474, 144.970747040256 -37.800495568178, 144.970367295287 -37.800708397823, 144.970161661925 -37.800492121324)))",20677,,,,,,,,Barkly Street between Canning Street and Rathdowne Street,Years 8 - 10
"MULTIPOLYGON (((144.961480173165 -37.800286720404, 144.961177633427 -37.800253384201, 144.961224252849 -37.799985000598, 144.962359103249 -37.800109097826, 144.962312326096 -37.800378407403, 144.961744135731 -37.80031580145, 144.961702976457 -37.800311268056, 144.961511662629 -37.800290185312, 144.961480173165 -37.800286720404)))",20848,,,,,,,,Grattan Street between Bouverie Street and Leicester Street,Years 5 - 7
"MULTIPOLYGON (((144.964746200627 -37.818099411951, 144.96458281758 -37.817746336808, 144.964572072443 -37.817723126024, 144.964460206369 -37.817481362306, 144.964378408605 -37.817304597434, 144.964375588152 -37.817298510796, 144.964699220412 -37.817193504166, 144.965051575112 -37.817962331375, 144.965072982888 -37.818007633975, 144.964746200627 -37.818099411951)))",20162,,,,,,,,Elizabeth Street between Flinders Street and Flinders Lane,Years 8 - 10
"MULTIPOLYGON (((144.927331499798 -37.795960817462, 144.927421831312 -37.796060734273, 144.927283347787 -37.796141213928, 144.927193841619 -37.796044276399, 144.927191890647 -37.79604216035, 144.927331499798 -37.795960817462)))",21724,,,,,,,,Intersection of Derby Street and Gower Street,Years 5 - 7
"MULTIPOLYGON (((144.940519430524 -37.794356042061, 144.940312670005 -37.79433296073, 144.940385574345 -37.793922551846, 144.940375920071 -37.793912379958, 144.940593907928 -37.79393679298, 144.940605150262 -37.793938034938, 144.940592320152 -37.793945713886, 144.940584903487 -37.79398746181, 144.940519430524 -37.794356042061)))",23121,,,,,,,,Buncle Street between Caytre Crescent and Mark Street,Years 8 - 10
"MULTIPOLYGON (((144.942896587287 -37.807594310961, 144.943294502692 -37.808097141629, 144.943226748768 -37.808194582669, 144.942740615747 -37.80757786123, 144.942849267214 -37.807523949716, 144.942896587287 -37.807594310961)))",21549,,,,,,,,Railway Place between Abbotsford Street and Adderley Street,Complete
"MULTIPOLYGON (((144.969182238495 -37.82559557548, 144.968090035891 -37.825914185145, 144.968185810899 -37.825596506653, 144.968390153696 -37.825536860516, 144.969063776999 -37.825340238796, 144.969182238495 -37.82559557548)))",22824,,,,,,,,Grant Street between Wells Street and Dodds Street,Years 5 - 7
"MULTIPOLYGON (((144.959686513739 -37.802161548077, 144.959730012682 -37.801932519625, 144.960521629743 -37.802019443822, 144.960478961218 -37.802252226859, 144.959686513739 -37.802161548077)))",20479,,,,,,,,Pelham Street between Leicester Street and Barry Street,Not determined by precinct plan
"MULTIPOLYGON (((144.962651774882 -37.800415587443, 144.962698563674 -37.800146223849, 144.963827055691 -37.800269620213, 144.963780180313 -37.800538973788, 144.963536626157 -37.800512340951, 144.963467961228 -37.800504836251, 144.962935696091 -37.800446633238, 144.962901091865 -37.800442853488, 144.962651774882 -37.800415587443)))",20847,,,,,,,,Grattan Street between Swanston Street and Bouverie Street,Years 5 - 7
"MULTIPOLYGON (((144.971231085968 -37.811736858178, 144.971289850702 -37.811719279353, 144.971550485232 -37.811644574028, 144.971610496761 -37.811627088613, 144.972129178109 -37.811476703163, 144.972173603647 -37.811463824409, 144.972821276563 -37.811276041438, 144.972939748723 -37.811532384265, 144.972535039206 -37.811648959007, 144.972469829147 -37.811667968491, 144.972112112345 -37.811771202422, 144.972054828879 -37.81178778884, 144.971666036753 -37.811899993626, 144.971587650091 -37.811922722796, 144.971226345157 -37.812027478262, 144.971207154943 -37.812033041323, 144.970781342813 -37.812158861928, 144.9706702639 -37.811901157499, 144.971231085968 -37.811736858178)))",20065,,,,,,,,Bourke Street between Spring Street and Exhibition Street,Years 5 - 7
"MULTIPOLYGON (((144.959172736585 -37.789253385141, 144.95925928218 -37.789550246658, 144.959372807854 -37.789841215423, 144.959518455036 -37.790123205726, 144.95969506534 -37.790393974793, 144.959901234115 -37.790651369093, 144.960135321624 -37.790893341471, 144.960395466079 -37.791117967431, 144.960679598452 -37.791323460435, 144.960976527478 -37.791518478912, 144.960600930335 -37.791670799149, 144.960508668769 -37.791618509172, 144.960418382403 -37.791564091314, 144.960330149138 -37.791507592532, 144.960025081075 -37.791263980317, 144.959751251093 -37.790998019977, 144.959511244833 -37.790712223196, 144.959307328433 -37.790409288961, 144.959257564557 -37.790328906683, 144.959252512977 -37.790322095802, 144.959247058921 -37.7903155037, 144.95924090996 -37.790309306787, 144.959234112309 -37.790303551636, 144.959226717056 -37.790298281502, 144.959218779781 -37.790293535992, 144.959210360137 -37.790289350771, 144.959201521403 -37.790285757296, 144.959192330007 -37.790282782571, 144.959182855029 -37.790280448955, 144.959173167679 -37.790278773986, 144.959163340763 -37.790277770253, 144.959153448137 -37.790277445298, 144.95914356415 -37.790277801565, 144.959133763085 -37.790278836376, 144.959124118605 -37.790280541953, 144.959114703193 -37.790282905478, 144.959105587611 -37.790285909188, 144.95909684037 -37.790289530508, 144.95908852721 -37.790293742221, 144.959080710609 -37.790298512674, 144.959073449314 -37.790303806014, 144.959066797899 -37.790309582459, 144.959060806352 -37.790315798594, 144.959055519703 -37.790322407702, 144.959050977686 -37.790329360111, 144.959047214437 -37.79033660357, 144.959044258237 -37.790344083639, 144.959042131306 -37.790351744101, 144.959040916266 -37.790359532398, 144.959172736585 -37.789253385141)))",22375,,,,,,,,Cemetery Road West between Royal Parade and College Crescent,Years 8 - 10
"MULTIPOLYGON (((144.926598612712 -37.790664940158, 144.926621014811 -37.790688197333, 144.926863763421 -37.79094023045, 144.92723762053 -37.790943467588, 144.927273553136 -37.790943775575, 144.927657139775 -37.790947101511, 144.927653633201 -37.791085604308, 144.927273164084 -37.791081224777, 144.927235815395 -37.791080792736, 144.926778015271 -37.791075519157, 144.926485573979 -37.790772694952, 144.926465245052 -37.790751646081, 144.92623391394 -37.790512096202, 144.926367794942 -37.790425300445, 144.926598612712 -37.790664940158)))",23004,,,,,,,,Gordon Crescent between Market Street and McCracken Street,Years 5 - 7
"MULTIPOLYGON (((144.966495714544 -37.796910566805, 144.966616237491 -37.796923245712, 144.966658465272 -37.796927687678, 144.967270185388 -37.796992039369, 144.967402746106 -37.797005988644, 144.967354220756 -37.797278100112, 144.967128027121 -37.797253198312, 144.967014890637 -37.797240746565, 144.96645599111 -37.797179234152, 144.966443050206 -37.797177776077, 144.966215652301 -37.797152085732, 144.9662634864 -37.796885036474, 144.966478717032 -37.796908777346, 144.966495714544 -37.796910566805)))",20816,,,,,,,,Elgin Street between Lygon Street and Cardigan Street,Complete
"MULTIPOLYGON (((144.965087716498 -37.80370011574, 144.965081981604 -37.803732774442, 144.964926367308 -37.804619439243, 144.96458561455 -37.804578539178, 144.964613719783 -37.804412451346, 144.964619563481 -37.804380803873, 144.964687812184 -37.803984942757, 144.964691922214 -37.803959762802, 144.964710505634 -37.80385585381, 144.964716174273 -37.803823959984, 144.964772543142 -37.803497545458, 144.965116354597 -37.803536902703, 144.965087716498 -37.80370011574)))",20506,,,,,,,,Cardigan Street between Queensberry Street and Argyle Place South,Years 8 - 10
"MULTIPOLYGON (((144.984273931013 -37.849447708993, 144.984448401832 -37.848391141046, 144.984572018921 -37.84840398159, 144.984214295866 -37.850570307506, 144.984091151849 -37.850554572871, 144.984261382525 -37.849523715409, 144.984273931013 -37.849447708993)))",22480,,,,,,,,Punt Road between High Street and Moubray Street,Not determined by precinct plan
"MULTIPOLYGON (((144.9741681962 -37.801107596662, 144.974141988503 -37.801284470829, 144.972475040451 -37.801109485132, 144.972504710906 -37.800931553533, 144.9741681962 -37.801107596662)))",20683,,,,,,,,Carlton Street between Nicholson Street and Canning Street,Complete
"MULTIPOLYGON (((144.943633661786 -37.807607671634, 144.943938698712 -37.807166006844, 144.944242930894 -37.807296698884, 144.944098562651 -37.807504854881, 144.944080223648 -37.807531299562, 144.943934364284 -37.807741583111, 144.943633661786 -37.807607671634)))",21452,,,,,,,,Abbotsford Street between Adderley Street and Ireland Street,Complete
"MULTIPOLYGON (((144.940935649359 -37.778035706012, 144.940910438638 -37.777975525976, 144.940878090571 -37.777917536099, 144.940838901867 -37.777862268255, 144.940878076267 -37.777864593254, 144.941276034488 -37.777481348817, 144.941271413179 -37.777443301428, 144.941330348315 -37.77748185656, 144.941368762586 -37.777505307035, 144.941409075367 -37.777526655654, 144.941451104423 -37.777545805907, 144.941399743672 -37.777553442408, 144.940947447076 -37.777989023987, 144.940935649359 -37.778035706012)))",22940,,,,,,,,Barak Street between Cade Way and Strickland Road,Complete
"MULTIPOLYGON (((144.978170217714 -37.809680657454, 144.978125711975 -37.809954302137, 144.976649989833 -37.809793858415, 144.976697033558 -37.809521474545, 144.978170217714 -37.809680657454)))",20891,,,,,,,,Albert Street between Morrison Place and Lansdowne Street,Years 8 - 10
"MULTIPOLYGON (((144.987137703112 -37.834898834782, 144.987225802871 -37.834913705491, 144.987033492554 -37.83582315583, 144.98694256635 -37.835811066329, 144.987137703112 -37.834898834782)))",22742,,,,,,,,Punt Road between Domain Road and Tivoli Place,Not determined by precinct plan
"MULTIPOLYGON (((144.966435173716 -37.795892559295, 144.96641939738 -37.795982909407, 144.966358619443 -37.796333139347, 144.966354730958 -37.796355664748, 144.9662634864 -37.796885036474, 144.965924396622 -37.796848531063, 144.96601743883 -37.796324922169, 144.966023441057 -37.796292826723, 144.966108176551 -37.795799155576, 144.966119020216 -37.795744569208, 144.966157942017 -37.795535365877, 144.966435173716 -37.795892559295)))",20518,,,,,,,,Cardigan Street between Elgin Street and Keppel Street,Years 5 - 7
"MULTIPOLYGON (((144.940918510053 -37.779051042407, 144.941146906425 -37.779200448983, 144.941095473938 -37.779218402563, 144.941087954495 -37.779331855518, 144.941094026746 -37.779564348273, 144.941102956569 -37.779667786473, 144.941120079487 -37.779770605058, 144.941142381219 -37.779872972622, 144.941145989135 -37.779885345771, 144.941147910822 -37.779890307361, 144.941150214283 -37.779895160816, 144.941153027194 -37.779899844678, 144.941156329213 -37.779904325074, 144.94116009646 -37.779908569603, 144.94116430169 -37.779912547568, 144.941168914493 -37.779916230202, 144.941173901508 -37.779919590871, 144.94117922667 -37.779922605273, 144.941184851469 -37.779925251607, 144.941190735225 -37.779927510735, 144.941196835389 -37.77992936632, 144.941203107845 -37.779930804941, 144.941209496282 -37.779931875204, 144.941301381444 -37.77994266428, 144.941340027571 -37.779919873104, 144.941310267327 -37.780080321231, 144.941281609327 -37.780049630882, 144.941189644596 -37.780038840398, 144.941171899731 -37.780035866733, 144.941154477059 -37.78003187003, 144.941137533003 -37.780026715212, 144.941121190089 -37.780020439553, 144.941105566494 -37.780013088435, 144.941090775196 -37.780004715013, 144.941076923152 -37.779995379838, 144.941064110529 -37.779985150413, 144.941052429977 -37.77997410071, 144.941041965961 -37.779962310631, 144.941032794146 -37.779949865431, 144.941024980857 -37.779936855104, 144.941018582592 -37.77992337373, 144.941013244668 -37.779909592014, 144.941009637023 -37.779897209854, 144.940985698588 -37.779787505659, 144.940967312028 -37.779677316908, 144.940957707356 -37.779566462136, 144.940945397728 -37.779095183509, 144.940918510053 -37.779051042407)))",22930,,,,,,,,Carrangall Place between Parkville Avenue and Garrard Street,Complete
"MULTIPOLYGON (((144.924882979087 -37.791348470649, 144.925070083095 -37.791232632156, 144.925174774235 -37.79134218487, 144.924982667514 -37.791452960905, 144.924882979087 -37.791348470649)))",23204,,,,,,,,Epsom Road between Market Street and Westbourne Road,Years 8 - 10
"MULTIPOLYGON (((144.927326097994 -37.799677412004, 144.927232424997 -37.799732221731, 144.927002597426 -37.799697824713, 144.927190119331 -37.799588010389, 144.927596638594 -37.799346612689, 144.927700545952 -37.799458321235, 144.927448601182 -37.799605734994, 144.927326097994 -37.799677412004)))",21735,,,,,,,,Tennyson Street between Altona Street and Childers Street,Not determined by precinct plan
"MULTIPOLYGON (((144.969032107096 -37.796264744983, 144.969030630994 -37.796273857482, 144.969020637277 -37.796263483786, 144.9678932623 -37.796139733499, 144.967944110972 -37.795874736074, 144.969077830871 -37.795996396377, 144.969032107096 -37.796264744983)))",20685,,,,,,,,Palmerston Street between Drummond Street and Lygon Street,Complete
"MULTIPOLYGON (((144.955983224068 -37.817333788002, 144.956053544008 -37.81750132947, 144.955136187247 -37.817764585076, 144.953905942651 -37.818124634823, 144.953826373568 -37.817946630984, 144.954151975655 -37.81785196121, 144.954260279862 -37.817822824581, 144.954492539102 -37.817753549227, 144.955459975312 -37.817481138199, 144.955498775625 -37.817470213818, 144.955983224068 -37.817333788002)))",20105,,,,,,,,Little Collins Street between King Street and Spencer Street,Complete
"MULTIPOLYGON (((144.969934609612 -37.811104641972, 144.969562766275 -37.81028473805, 144.969887481977 -37.810198912333, 144.970250655724 -37.810992072091, 144.969934609612 -37.811104641972)))",20143,,,,,,,,Exhibition Street between Little Bourke Street and Lonsdale Street,Years 5 - 7
"MULTIPOLYGON (((144.982781345774 -37.815974422232, 144.985042351518 -37.816224597181, 144.984994017449 -37.816496484712, 144.984971388577 -37.81649397969, 144.983499133666 -37.816330579687, 144.982845589431 -37.816258042227, 144.98273483656 -37.816245745237, 144.982781345774 -37.815974422232)))",21939,,,,,,,,Wellington Parade between Powlett Street and Clarendon Street,Not determined by precinct plan
"MULTIPOLYGON (((144.955726659445 -37.800589350156, 144.954914449508 -37.799942054195, 144.955584440514 -37.79970468336, 144.956212563256 -37.800206114734, 144.955726659445 -37.800589350156)))",21123,,,,,,,,Flemington Road between Blackwood Street and Wreckyn Street,Not determined by precinct plan
"MULTIPOLYGON (((144.974331573385 -37.800130284569, 144.974514222312 -37.800149809651, 144.974440439236 -37.800584459018, 144.974255286615 -37.800564665448, 144.974331573385 -37.800130284569)))",20608,,,,,,,,Nicholson Street between Owen Street and Murchison Street,Years 5 - 7
"MULTIPOLYGON (((144.988325829631 -37.814574943303, 144.988375680812 -37.814306919114, 144.990298395814 -37.81452552023, 144.990321623225 -37.814510966097, 144.990318519654 -37.814527810244, 144.990277572545 -37.81479824926, 144.989958805546 -37.814757815343, 144.989917902539 -37.814751845197, 144.988710973027 -37.814616479388, 144.988668787125 -37.814612163089, 144.988325829631 -37.814574943303)))",21910,,,,,,,,Hotham Street between Hoddle Street and Simpson Street,Complete
